Name,Country,Position,ShirtNumber,Attack,Goals,Confederation
a,Liberia,MID,#8,7,0,CAF
a,Liberia,MID,#9,8,0,CAF
a,Liberia,ATK,#10,9,0,CAF
a,Liberia,ATK,#11,10,0,CAF
a,Eswatini,GK,#1,0,0,CAF
a,Eswatini,DEF,#2,1,0,CAF
a,Eswatini,DEF,#3,2,0,CAF
a,Eswatini,DEF,#4,3,0,CAF
a,Eswatini,DEF,#5,4,0,CAF
a,Eswatini,MID,#6,5,0,CAF
a,Eswatini,MID,#7,6,0,CAF
a,Eswatini,MID,#8,7,0,CAF
a,Eswatini,MID,#9,8,0,CAF
a,Eswatini,ATK,#10,9,0,CAF
a,Eswatini,ATK,#11,10,0,CAF
a,Gambia,GK,#1,0,0,CAF
a,Gambia,DEF,#2,1,0,CAF
a,Gambia,DEF,#3,2,0,CAF
a,Gambia,DEF,#4,3,0,CAF
a,Gambia,DEF,#5,4,0,CAF
a,Gambia,MID,#6,5,0,CAF
a,Gambia,MID,#7,6,0,CAF
a,Gambia,MID,#8,7,0,CAF
a,Gambia,MID,#9,8,0,CAF
a,Gambia,ATK,#10,9,0,CAF
a,Gambia,ATK,#11,10,0,CAF
a,South Sudan,GK,#1,0,0,CAF
a,South Sudan,DEF,#2,1,0,CAF
a,South Sudan,DEF,#3,2,0,CAF
a,South Sudan,DEF,#4,3,0,CAF
a,South Sudan,DEF,#5,4,0,CAF
a,South Sudan,MID,#6,5,0,CAF
a,South Sudan,MID,#7,6,0,CAF
a,South Sudan,MID,#8,7,0,CAF
a,South Sudan,MID,#9,8,0,CAF
a,South Sudan,ATK,#10,9,0,CAF
a,South Sudan,ATK,#11,10,0,CAF
a,Mauritius,GK,#1,0,0,CAF
a,Mauritius,DEF,#2,1,0,CAF
a,Mauritius,DEF,#3,2,0,CAF
a,Mauritius,DEF,#4,3,0,CAF
a,Mauritius,DEF,#5,4,0,CAF
a,Mauritius,MID,#6,5,0,CAF
a,Mauritius,MID,#7,6,0,CAF
a,Mauritius,MID,#8,7,0,CAF
a,Mauritius,MID,#9,8,0,CAF
a,Mauritius,ATK,#10,9,0,CAF
a,Mauritius,ATK,#11,10,0,CAF
a,Chad,GK,#1,0,0,CAF
a,Chad,DEF,#2,1,0,CAF
a,Chad,DEF,#3,2,0,CAF
a,Chad,DEF,#4,3,0,CAF
a,Chad,DEF,#5,4,0,CAF
a,Chad,MID,#6,5,0,CAF
a,Chad,MID,#7,6,0,CAF
a,Chad,MID,#8,7,0,CAF
a,Chad,MID,#9,8,0,CAF
a,Chad,ATK,#10,9,0,CAF
a,Chad,ATK,#11,10,0,CAF
a,Djibouti,GK,#1,0,0,CAF
a,Djibouti,DEF,#2,1,0,CAF
a,Djibouti,DEF,#3,2,0,CAF
a,Djibouti,DEF,#4,3,0,CAF
a,Djibouti,DEF,#5,4,0,CAF
a,Djibouti,MID,#6,5,0,CAF
a,Djibouti,MID,#7,6,0,CAF
a,Djibouti,MID,#8,7,0,CAF
a,Djibouti,MID,#9,8,0,CAF
a,Djibouti,ATK,#10,9,0,CAF
a,Djibouti,ATK,#11,10,0,CAF
a,Sao Tome and Principe,GK,#1,0,0,CAF
a,Sao Tome and Principe,DEF,#2,1,0,CAF
a,Sao Tome and Principe,DEF,#3,2,0,CAF
a,Sao Tome and Principe,DEF,#4,3,0,CAF
a,Sao Tome and Principe,DEF,#5,4,0,CAF
a,Sao Tome and Principe,MID,#6,5,0,CAF
a,Sao Tome and Principe,MID,#7,6,0,CAF
a,Sao Tome and Principe,MID,#8,7,0,CAF
a,Sao Tome and Principe,MID,#9,8,0,CAF
a,Sao Tome and Principe,ATK,#10,9,0,CAF
a,Sao Tome and Principe,ATK,#11,10,0,CAF
a,Somalia,GK,#1,0,0,CAF
a,Somalia,DEF,#2,1,0,CAF
a,Somalia,DEF,#3,2,0,CAF
a,Somalia,DEF,#4,3,0,CAF
a,Somalia,DEF,#5,4,0,CAF
a,Somalia,MID,#6,5,0,CAF
a,Somalia,MID,#7,6,0,CAF
a,Somalia,MID,#8,7,0,CAF
a,Somalia,MID,#9,8,0,CAF
a,Somalia,ATK,#10,9,0,CAF
a,Somalia,ATK,#11,10,0,CAF
a,Seychelles,GK,#1,0,0,CAF
a,Seychelles,DEF,#2,1,0,CAF
a,Seychelles,DEF,#3,2,0,CAF
a,Seychelles,DEF,#4,3,0,CAF
a,Seychelles,DEF,#5,4,0,CAF
a,Seychelles,MID,#6,5,0,CAF
a,Seychelles,MID,#7,6,0,CAF
a,Seychelles,MID,#8,7,0,CAF
a,Seychelles,MID,#9,8,0,CAF
a,Seychelles,ATK,#10,9,0,CAF
a,Seychelles,ATK,#11,10,0,CAF
a,Eritrea,GK,#1,0,0,CAF
a,Eritrea,DEF,#2,1,0,CAF
a,Eritrea,DEF,#3,2,0,CAF
a,Eritrea,DEF,#4,3,0,CAF
a,Eritrea,DEF,#5,4,0,CAF
a,Eritrea,MID,#6,5,0,CAF
a,Eritrea,MID,#7,6,0,CAF
a,Eritrea,MID,#8,7,0,CAF
a,Eritrea,MID,#9,8,0,CAF
a,Eritrea,ATK,#10,9,0,CAF
a,Eritrea,ATK,#11,10,0,CAF
Guillermo Ochoa,Mexico,GK,#1,0,0,CONCACAF
Jesus Gallardo,Mexico,DEF,#2,1,0,CONCACAF
Hector Moreno,Mexico,DEF,#3,1,0,CONCACAF
Nestor Araujo,Mexico,DEF,#4,2,0,CONCACAF
Miguel Layun,Mexico,DEF,#5,2,0,CONCACAF
Hector Herrera,Mexico,MID,#6,4,0,CONCACAF
Jonathan Dos Santos,Mexico,MID,#7,4,0,CONCACAF
Edson Alvarez,Mexico,MID,#8,4,0,CONCACAF
Andres Guardado,Mexico,MID,#9,6,0,CONCACAF
Raul Jimenez,Mexico,ATK,#10,10,0,CONCACAF
Hirving Lozano,Mexico,ATK,#11,10,0,CONCACAF
Zack Steffen,USA,GK,#1,0,0,CONCACAF
Matt Miazga,USA,DEF,#2,1,0,CONCACAF
Tim Ream,USA,DEF,#3,1,0,CONCACAF
Aaron Long,USA,DEF,#4,2,0,CONCACAF
John Brooks,USA,DEF,#5,2,0,CONCACAF
Kellyn Acosta,USA,MID,#6,4,0,CONCACAF
Tyler Adams,USA,MID,#7,4,0,CONCACAF
Weston McKennie,USA,MID,#8,6,0,CONCACAF
Giovanni Reyna,USA,ATK,#9,6,0,CONCACAF
Christian Pulisic,USA,ATK,#10,10,0,CONCACAF
Jozy Altidore,USA,ATK,#11,10,0,CONCACAF
Dwayne Miller,Jamaica,GK,#1,0,0,CONCACAF
Michael Hector,Jamaica,DEF,#2,1,0,CONCACAF
Adrian Mariappa,Jamaica,DEF,#3,1,0,CONCACAF
Alvas Powell,Jamaica,DEF,#4,2,0,CONCACAF
Kemar Lawrence,Jamaica,DEF,#5,2,0,CONCACAF
Kevon Lambert,Jamaica,MID,#6,4,0,CONCACAF
Fabian McCarthy,Jamaica,MID,#7,4,0,CONCACAF
Ricardo Morris,Jamaica,MID,#8,6,0,CONCACAF
Peter-Lee Vassell,Jamaica,MID,#9,6,0,CONCACAF
Shamar Nicholson,Jamaica,ATK,#10,10,0,CONCACAF
Chavany Willis,Jamaica,ATK,#11,10,0,CONCACAF
Keylor Navas,Costa Rica,GK,#1,0,0,CONCACAF
Giancarlo Gonzalez,Costa Rica,DEF,#2,1,0,CONCACAF
Oscar Duarte,Costa Rica,DEF,#3,1,0,CONCACAF
Francisco Calvo,Costa Rica,DEF,#4,2,0,CONCACAF
Kendall Watson,Costa Rica,DEF,#5,2,0,CONCACAF
Yeltsin Tejeda,Costa Rica,MID,#6,4,0,CONCACAF
David Guzman,Costa Rica,MID,#7,4,0,CONCACAF
Celso Borges,Costa Rica,MID,#8,6,0,CONCACAF
Johan Venegas,Costa Rica,MID,#9,6,0,CONCACAF
Bryan Ruiz,Costa Rica,MID,#10,10,0,CONCACAF
Joel Campbell,Costa Rica,ATK,#11,10,0,CONCACAF
Lui Lopez,Honduras,GK,#1,0,0,CONCACAF
Marcelo Periera,Honduras,DEF,#2,1,0,CONCACAF
Ever Alvarado,Honduras,DEF,#3,1,0,CONCACAF
Emilio Izaguirre,Honduras,DEF,#4,2,0,CONCACAF
Maynor Figueroa,Honduras,DEF,#5,4,0,CONCACAF
Boniek Garcia,Honduras,MID,#6,4,0,CONCACAF
Alexander Lopez,Honduras,MID,#7,4,0,CONCACAF
Jorge Alvarez,Honduras,MID,#8,6,0,CONCACAF
Rubilio Castillo,Honduras,ATK,#9,6,0,CONCACAF
Anthony Lozano,Honduras,ATK,#10,10,0,CONCACAF
Albert Elis,Honduras,ATK,#11,10,0,CONCACAF
Henry Hernandez,El Salvador,GK,#1,0,0,CONCACAF
Juan Barahona,El Salvador,DEF,#2,1,0,CONCACAF
Ivan Marcia,El Salvador,DEF,#3,1,0,CONCACAF
Alexander Mendoza,El Salvador,DEF,#4,2,0,CONCACAF
Roberto Dominguez,El Salvador,DEF,#5,2,0,CONCACAF
Bryan Tamacas,El Salvador,DEF,#6,4,0,CONCACAF
Narciso Orellana,El Salvador,MID,#7,4,0,CONCACAF
Darwin Ceren,El Salvador,MID,#8,6,0,CONCACAF
Denis Pineda,El Salvador,MID,#9,6,0,CONCACAF
Andres Flores,El Salvador,MID,#10,10,0,CONCACAF
Joaquin Rivas,El Salvador,ATK,#11,10,0,CONCACAF
Maxime Crepeau,Canada,GK,#1,0,0,CONCACAF
Richie Laryea,Canada,DEF,#2,1,0,CONCACAF
Derek Cornelius,Canada,DEF,#3,1,0,CONCACAF
Sam Adekugbe,Canada,DEF,#4,2,0,CONCACAF
Alphonso Davies,Canada,DEF,#5,6,0,CONCACAF
Samuel Piette,Canada,MID,#6,4,0,CONCACAF
Mark-Anthony Kaye,Canada,MID,#7,4,0,CONCACAF
Jonathan Osorio,Canada,MID,#8,6,0,CONCACAF
Tesho Akindele,Canada,MID,#9,6,0,CONCACAF
Lucas Cavalini,Canada,ATK,#10,10,0,CONCACAF
Jayden Nelson,Canada,ATK,#11,10,0,CONCACAF
Eloy Room,Curacao,GK,#1,0,0,CONCACAF
Jurien Gaari,Curacao,DEF,#2,1,0,CONCACAF
Daryl Lachman,Curacao,DEF,#3,1,0,CONCACAF
Shanon Carmelia,Curacao,DEF,#4,2,0,CONCACAF
Cuco Martina,Curacao,DEF,#5,2,0,CONCACAF
Jeremy de Nooijer,Curacao,MID,#6,4,0,CONCACAF
Roly Nonevacia,Curacao,MID,#7,4,0,CONCACAF
Leandro Bacuna,Curacao,MID,#8,6,0,CONCACAF
Gevaro Nepomuceno,Curacao,ATK,#9,10,0,CONCACAF
Elson Hooi,Curacao,ATK,#10,10,0,CONCACAF
Rangelo Janga,Curacao,ATK,#11,10,0,CONCACAF
Luis Mejia,Panama,GK,#1,0,0,CONCACAF
Harold Cummings,Panama,DEF,#2,1,0,CONCACAF
Eric Davis,Panama,DEF,#3,1,0,CONCACAF
Fidel Escobar,Panama,DEF,#4,2,0,CONCACAF
Michael Murillo,Panama,DEF,#5,2,0,CONCACAF
Alberto Quintero,Panama,MID,#6,4,0,CONCACAF
Armando Cooper,Panama,MID,#7,4,0,CONCACAF
Anibal Godoy,Panama,MID,#8,3,0,CONCACAF
Abdiel Ayarza,Panama,MID,#9,6,0,CONCACAF
Gabriel Torres,Panama,ATK,#10,10,0,CONCACAF
Edwin Aguilar,Panama,ATK,#11,10,0,CONCACAF
Johny Placide,Haiti,GK,#1,0,0,CONCACAF
Alex Junior Christian,Haiti,DEF,#2,1,0,CONCACAF
Ricardo Ade,Haiti,DEF,#3,1,0,CONCACAF
Andrew Jean-Baptiste,Haiti,DEF,#4,2,0,CONCACAF
Carlens Arcus,Haiti,DEF,#5,2,0,CONCACAF
Bryan Alceus,Haiti,MID,#6,4,0,CONCACAF
Soni Mustivar,Haiti,MID,#7,4,0,CONCACAF
Duckens Nazon,Haiti,MID,#8,6,0,CONCACAF
Stephan Lambese,Haiti,MID,#9,6,0,CONCACAF
Derrick Etienne,Haiti,ATK,#10,10,0,CONCACAF
Frantzdy Pierrot,Haiti,ATK,#11,10,0,CONCACAF
Marvin Phillip,Trinidad and Tobago,GK,#1,0,0,CONCACAF
Neveal Hackshaw,Trinidad and Tobago,DEF,#2,1,0,CONCACAF
Josiah Trimmingham,Trinidad and Tobago,DEF,#3,1,0,CONCACAF
Jamal Jack,Trinidad and Tobago,DEF,#4,2,0,CONCACAF
Alvin Jones,Trinidad and Tobago,DEF,#5,2,0,CONCACAF
Dre Fortune,Trinidad and Tobago,MID,#6,4,0,CONCACAF
Michel Poon-Angeron,Trinidad and Tobago,MID,#7,4,0,CONCACAF
Matthew Woo Ling,Trinidad and Tobago,MID,#8,6,0,CONCACAF
Hashim Arica,Trinidad and Tobago,MID,#9,6,0,CONCACAF
Ryan Teffer,Trinidad and Tobago,ATK,#10,10,0,CONCACAF
Gary Griffith III,Trinidad and Tobago,ATK,#11,10,0,CONCACAF
Molvin James,Antigua and Barbuda,GK,#1,0,0,CONCACAF
Kendukar Challenger,Antigua and Barbuda,DEF,#2,1,0,CONCACAF
Shavorn Philip,Antigua and Barbuda,DEF,#3,1,0,CONCACAF
Daniel Bowry,Antigua and Barbuda,DEF,#4,2,0,CONCACAF
Mervyn Hazelwood,Antigua and Barbuda,DEF,#5,2,0,CONCACAF
D'Andre Bishop,Antigua and Barbuda,MID,#6,4,0,CONCACAF
Novelle Francis,Antigua and Barbuda,MID,#7,4,0,CONCACAF
Tevaughn Harriette,Antigua and Barbuda,MID,#8,6,0,CONCACAF
Quinton Griffith,Antigua and Barbuda,MID,#9,6,0,CONCACAF
Javorn Stevens,Antigua and Barbuda,ATK,#10,10,0,CONCACAF
Junior Benjamin,Antigua and Barbuda,ATK,#11,10,0,CONCACAF
Nicholas Hagen,Guatemala,GK,#1,0,0,CONCACAF
Gerado Arias,Guatemala,DEF,#2,1,0,CONCACAF
Moises Hernandez,Guatemala,DEF,#3,1,0,CONCACAF
Wilson Pineda,Guatemala,DEF,#4,2,0,CONCACAF
Carlos Gallardo,Guatemala,DEF,#5,2,0,CONCACAF
Jorge Aparicio,Guatemala,MID,#6,4,0,CONCACAF
Rodrigo Savaria,Guatemala,MID,#7,4,0,CONCACAF
Alejandro Galindo,Guatemala,MID,#8,6,0,CONCACAF
Marvin Ceballos,Guatemala,MID,#9,6,0,CONCACAF
Jairo Areola,Guatemala,ATK,#10,10,0,CONCACAF
Darwin Lom,Guatemala,ATK,#11,10,0,CONCACAF
Julani Archibald,St. Kitts and Nevis,GK,#1,0,0,CONCACAF
Thrizen Leader,St. Kitts and Nevis,DEF,#2,1,0,CONCACAF
Gerard Williams,St. Kitts and Nevis,DEF,#3,1,0,CONCACAF
Atiba Harris,St. Kitts and Nevis,DEF,#4,4,0,CONCACAF
Justin Springer,St. Kitts and Nevis,DEF,#5,2,0,CONCACAF
Raheem Somersall,St. Kitts and Nevis,MID,#6,4,0,CONCACAF
Yohannes Mitchum,St. Kitts and Nevis,MID,#7,4,0,CONCACAF
Theo Warton,St. Kitts and Nevis,MID,#8,6,0,CONCACAF
G'Vaunne Amory,St. Kitts and Nevis,MID,#9,6,0,CONCACAF
Rowan Liburd,St. Kitts and Nevis,ATK,#10,10,0,CONCACAF
Tishan Hanley,St. Kitts and Nevis,ATK,#11,10,0,CONCACAF
Orbendo Huiswold,Suriname,GK,#1,0,0,CONCACAF
Miquel Darson,Suriname,DEF,#2,1,0,CONCACAF
Albert Nibte,Suriname,DEF,#3,1,0,CONCACAF
Anduelo Amoeferie,Suriname,DEF,#4,2,0,CONCACAF
Sersinho Eduards,Suriname,DEF,#5,2,0,CONCACAF
Abraham Graves,Suriname,MID,#6,4,0,CONCACAF
Roscello Vlijter,Suriname,MID,#7,4,0,CONCACAF
Ivenzo Cornelius,Suriname,MID,#8,10,0,CONCACAF
Roxey Fer,Suriname,MID,#9,6,0,CONCACAF
Gleofilo Vlijter,Suriname,ATK,#10,15,0,CONCACAF
Dimitrie Apai,Suriname,ATK,#11,10,0,CONCACAF
Denis Espinoza,Nicaragua,GK,#1,1,0,CONCACAF
Erick Telles,Nicaragua,DEF,#2,1,0,CONCACAF
Cristian Gutierrez,Nicaragua,DEF,#3,1,0,CONCACAF
Manuel Rosas,Nicaragua,DEF,#4,2,0,CONCACAF
Josue Quiano,Nicaragua,DEF,#5,2,0,CONCACAF
Kevin Serapio,Nicaragua,MID,#6,4,0,CONCACAF
Marlon Lopez,Nicaragua,MID,#7,4,0,CONCACAF
Brandon Ayerdis,Nicaragua,MID,#8,6,0,CONCACAF
Luis Galeno,Nicaragua,MID,#9,6,0,CONCACAF
Juan Barrera,Nicaragua,ATK,#10,10,0,CONCACAF
Carlos Chavarria,Nicaragua,ATK,#11,10,0,CONCACAF
Miguel Lloyd,Dominican Republic,GK,#1,0,0,CONCACAF
Ernesto Trinidad,Dominican Republic,DEF,#2,1,0,CONCACAF
Edarlyn Reyes,Dominican Republic,DEF,#3,1,0,CONCACAF
Carlos Julio Martinez,Dominican Republic,DEF,#4,2,0,CONCACAF
Ismael Diaz,Dominican Republic,DEF,#5,2,0,CONCACAF
Gerard Lavergne,Dominican Republic,MID,#6,4,0,CONCACAF
Wilman Modesta,Dominican Republic,MID,#7,4,0,CONCACAF
Carlos Heredia,Dominican Republic,MID,#8,6,0,CONCACAF
Ronaldo Vasquez,Dominican Republic,MID,#9,6,0,CONCACAF
Domingo Peralta,Dominican Republic,ATK,#10,10,0,CONCACAF
Mariano,Dominican Republic,ATK,#11,10,0,CONCACAF
Jason Belfon,Grenada,GK,#1,0,0,CONCACAF
Aaron Pierre,Grenada,DEF,#2,1,0,CONCACAF
Irvine Smith,Grenada,DEF,#3,1,0,CONCACAF
A.J. Paterson,Grenada,DEF,#4,5,0,CONCACAF
Kimron Marshall,Grenada,DEF,#5,2,0,CONCACAF
Kwazim Theodore,Grenada,MID,#6,4,0,CONCACAF
Steffon Abraham,Grenada,MID,#7,4,0,CONCACAF
Shavon John-Brown,Grenada,MID,#8,6,0,CONCACAF
Leon Braveboy,Grenada,MID,#9,4,0,CONCACAF
Jamal Charles,Grenada,ATK,#10,10,0,CONCACAF
Saydrel Lewis,Grenada,ATK,#11,10,0,CONCACAF
Kishmar Primus,Barbados,GK,#1,0,0,CONCACAF
Ricardo Morris,Barbados,DEF,#2,1,0,CONCACAF
Rashad Smith,Barbados,DEF,#3,1,0,CONCACAF
Zico Phillips,Barbados,DEF,#4,2,0,CONCACAF
Carl Hinkson,Barbados,DEF,#5,2,0,CONCACAF
Mario Williams,Barbados,MID,#6,4,0,CONCACAF
Rashad Jules,Barbados,MID,#7,4,0,CONCACAF
Hadan Holligan,Barbados,MID,#8,6,0,CONCACAF
Hallam Hope,Barbados,ATK,#9,10,0,CONCACAF
Jonathan Forte,Barbados,ATK,#10,10,0,CONCACAF
Armando Lashley,Barbados,ATK,#11,10,0,CONCACAF
Akel Clarke,Guyana,GK,#1,0,0,CONCACAF
Sam Cox,Guyana,DEF,#2,1,0,CONCACAF
Liam Gordon,Guyana,DEF,#3,1,0,CONCACAF
Kevin Layne,Guyana,DEF,#4,2,0,CONCACAF
Matthew Briggs,Guyana,DEF,#5,2,0,CONCACAF
Daniel Wilson,Guyana,MID,#6,4,0,CONCACAF
Clive Nobrega,Guyana,MID,#7,6,0,CONCACAF
Neil Danns,Guyana,MID,#8,10,0,CONCACAF
Pernell Schultz,Guyana,MID,#9,6,0,CONCACAF
Sheldon Holder,Guyana,ATK,#10,10,0,CONCACAF
Keanu Marsh-Brown,Guyana,ATK,#11,10,0,CONCACAF
Dwayne Sandy,St. Vincent and the Grenadines,GK,#1,0,0,CONCACAF
Reginald Richardson,St. Vincent and the Grenadines,DEF,#2,1,0,CONCACAF
Kevin Francis,St. Vincent and the Grenadines,DEF,#3,1,0,CONCACAF
Jahvin Sutherland,St. Vincent and the Grenadines,DEF,#4,2,0,CONCACAF
Akeem Williams,St. Vincent and the Grenadines,DEF,#5,2,0,CONCACAF
Dorren Hamlet,St. Vincent and the Grenadines,MID,#6,4,0,CONCACAF
Diel Spring,St. Vincent and the Grenadines,MID,#7,4,0,CONCACAF
Nazir McBurnette,St. Vincent and the Grenadines,MID,#8,6,0,CONCACAF
Azinho Solomon,St. Vincent and the Grenadines,MID,#9,6,0,CONCACAF
Cornelius Stewart,St. Vincent and the Grenadines,ATK,#10,10,0,CONCACAF
Oalex Anderson,St. Vincent and the Grenadines,ATK,#11,10,0,CONCACAF
Dale Eve,Bermuda,GK,#1,0,0,CONCACAF
Jaylon Bather,Bermuda,DEF,#2,1,0,CONCACAF
Donte Brangman,Bermuda,DEF,#3,1,0,CONCACAF
Dante Leverock,Bermuda,DEF,#4,2,0,CONCACAF
Calon Minors,Bermuda,DEF,#5,2,0,CONCACAF
Osagi Bascome,Bermuda,MID,#6,4,0,CONCACAF
Willie Clemons,Bermuda,MID,#7,4,0,CONCACAF
Reggie Lambe,Bermuda,MID,#8,6,0,CONCACAF
Zeiko Lewis,Bermuda,MID,#9,6,0,CONCACAF
Tre' Ming,Bermuda,MID,#10,4,0,CONCACAF
Nakhi Wells,Bermuda,ATK,#11,15,0,CONCACAF
Woodrow West,Belize,GK,#1,0,0,CONCACAF
Evral Trapp,Belize,DEF,#2,1,0,CONCACAF
Tyrone Pandy,Belize,DEF,#3,1,0,CONCACAF
Elroy Smith,Belize,DEF,#4,2,0,CONCACAF
Ian Gaynair,Belize,DEF,#5,2,0,CONCACAF
Andres Makin,Belize,MID,#6,4,0,CONCACAF
Daniel Jimenez,Belize,MID,#7,4,0,CONCACAF
Krisean Lopez,Belize,MID,#8,6,0,CONCACAF
Ean Lewis,Belize,MID,#9,6,0,CONCACAF
Deon McCaulay,Belize,ATK,#10,15,0,CONCACAF
Michael Salazar,Belize,ATK,#11,10,0,CONCACAF
Vino Barclett,St. Lucia,GK,#1,0,0,CONCACAF
Melvin Doxilly,St. Lucia,DEF,#2,1,0,CONCACAF
Otev Lawrence,St. Lucia,DEF,#3,1,0,CONCACAF
Eden Charles,St. Lucia,DEF,#4,4,0,CONCACAF
Kurt Frederick,St. Lucia,DEF,#5,4,0,CONCACAF
Gregson President,St. Lucia,MID,#6,4,0,CONCACAF
Zaine Pierre,St. Lucia,MID,#7,4,0,CONCACAF
Malik St. Prix,St. Lucia,MID,#8,6,0,CONCACAF
Pernal Williams,St. Lucia,MID,#9,6,0,CONCACAF
Aaron Richards,St. Lucia,ATK,#10,10,0,CONCACAF
Jevick MacFarlane,St. Lucia,ATK,#11,10,0,CONCACAF
Cody Laurendi,Puerto Rico,GK,#1,0,0,CONCACAF
Callum Stretch,Puerto Rico,DEF,#2,1,0,CONCACAF
Giovanni Padron,Puerto Rico,DEF,#3,1,0,CONCACAF
Giovanni Calderon,Puerto Rico,DEF,#4,2,0,CONCACAF
Rodolfo Sulia,Puerto Rico,DEF,#5,2,0,CONCACAF
Brandon Servania,Puerto Rico,MID,#6,4,0,CONCACAF
Darren Rios,Puerto Rico,MID,#7,4,0,CONCACAF
Juan O'Neill,Puerto Rico,MID,#8,6,0,CONCACAF
Devin Vega,Puerto Rico,MID,#9,6,0,CONCACAF
Sidney Rivera,Puerto Rico,ATK,#10,10,0,CONCACAF
Alec Diaz,Puerto Rico,ATK,#11,10,0,CONCACAF
Sandy Sanchez,Cuba,GK,#1,1,0,CONCACAF
Yosel Piedra,Cuba,DEF,#2,1,0,CONCACAF
Erick Rizo,Cuba,DEF,#3,1,0,CONCACAF
Yasmany Lopez,Cuba,DEF,#4,2,0,CONCACAF
Leonis Martinez,Cuba,DEF,#5,2,0,CONCACAF
Daniel Luis Saez,Cuba,MID,#6,4,0,CONCACAF
Aricheel Hernandez,Cuba,MID,#7,4,0,CONCACAF
Andy Baquero,Cuba,MID,#8,6,0,CONCACAF
Yordan Santa Cruz,Cuba,MID,#9,6,0,CONCACAF
Maikel Reyes,Cuba,ATK,#10,10,0,CONCACAF
Luis Paradela,Cuba,ATK,#11,10,0,CONCACAF
Corrin Brooks-Meade,Montserrat,GK,#1,0,0,CONCACAF
Michael Wiliams,Montserrat,DEF,#2,1,0,CONCACAF
Craig Braham-Barrett,Montserrat,DEF,#3,1,0,CONCACAF
Nathan Pond,Montserrat,DEF,#4,2,0,CONCACAF
Joey Taylor,Montserrat,DEF,#5,2,0,CONCACAF
Dean Mason,Montserrat,MID,#6,4,0,CONCACAF
Brandon Comley,Montserrat,MID,#7,4,0,CONCACAF
James Comley,Montserrat,MID,#8,6,0,CONCACAF
Solomon Henry,Montserrat,MID,#9,6,0,CONCACAF
Bradley Woods-Garness,Montserrat,ATK,#10,10,0,CONCACAF
Spencer Weir-Daley,Montserrat,ATK,#11,10,0,CONCACAF
Glenson Prince,Dominica,GK,#1,0,0,CONCACAF
Euclid Bertrand,Dominica,DEF,#2,1,0,CONCACAF
Kassim Peltier,Dominica,DEF,#3,1,0,CONCACAF
Malcolm Joseph,Dominica,DEF,#4,2,0,CONCACAF
Erksim Williams,Dominica,DEF,#5,2,0,CONCACAF
Sidney Lockhart,Dominica,MID,#6,4,0,CONCACAF
Briel Thomas,Dominica,MID,#7,4,0,CONCACAF
Travist Joseph,Dominica,MID,#8,6,0,CONCACAF
Chad Betrand,Dominica,MID,#9,6,0,CONCACAF
Julian Wade,Dominica,ATK,#10,15,0,CONCACAF
Javid George,Dominica,ATK,#11,10,0,CONCACAF
Albertini Holness,Cayman Islands,GK,#1,0,0,CONCACAF
Karl Solomon,Cayman Islands,DEF,#2,1,0,CONCACAF
Joshewa Frederick-Charlery,Cayman Islands,DEF,#3,1,0,CONCACAF
Benjamin Cupid,Cayman Islands,DEF,#4,2,0,CONCACAF
Ackeem Hyde,Cayman Islands,DEF,#5,2,0,CONCACAF
Matthew Suberan,Cayman Islands,MID,#6,4,0,CONCACAF
Jermaine Wilson,Cayman Islands,MID,#7,4,0,CONCACAF
Michael Martin,Cayman Islands,MID,#8,6,0,CONCACAF
Jonah Ebanks,Cayman Islands,MID,#9,6,0,CONCACAF
Mark Ebanks,Cayman Islands,ATK,#10,15,0,CONCACAF
Theron Woods,Cayman Islands,ATK,#11,10,0,CONCACAF
Dwayne Whylly,Bahamas,GK,#1,0,0,CONCACAF
Troy Pinder,Bahamas,DEF,#2,1,0,CONCACAF
Ambry Moss,Bahamas,DEF,#3,1,0,CONCACAF
Evelt Julmis,Bahamas,DEF,#4,2,0,CONCACAF
Evens Julmis,Bahamas,DEF,#5,2,0,CONCACAF
Isiah Collie,Bahamas,MID,#6,4,0,CONCACAF
Jean Francois,Bahamas,MID,#7,4,0,CONCACAF
Happy Hall,Bahamas,MID,#8,6,0,CONCACAF
Cameron Hepple,Bahamas,MID,#9,6,0,CONCACAF
Lesly St. Fluer,Bahamas,ATK,#10,10,0,CONCACAF
Terry Delancy,Bahamas,ATK,#11,10,0,CONCACAF
Eric Abdul,Aruba,GK,#1,0,0,CONCACAF
Nickenson Paul,Aruba,DEF,#2,1,0,CONCACAF
Marlon Pereira,Aruba,DEF,#3,1,0,CONCACAF
Noah Harms,Aruba,DEF,#4,2,0,CONCACAF
Mark Jacobs,Aruba,DEF,#5,2,0,CONCACAF
Erik Santos de Gouveia,Aruba,MID,#6,4,0,CONCACAF
Gregor Breinburg,Aruba,MID,#7,4,0,CONCACAF
Annaur Kock,Aruba,MID,#8,6,0,CONCACAF
Glenbert Croes,Aruba,MID,#9,6,0,CONCACAF
Joshua John,Aruba,ATK,#10,10,0,CONCACAF
Josh Gross,Aruba,ATK,#11,10,0,CONCACAF
Pendieno Brooks,Turks and Caicos Islands,GK,#1,0,0,CONCACAF
Wildens Delva,Turks and Caicos Islands,DEF,#2,1,0,CONCACAF
Ledson Jerome,Turks and Caicos Islands,DEF,#3,1,0,CONCACAF
